id,text,label
614,I think the people saying holding a paper book is just as easy as holding a kindle WHILE HOLDING A FUSSY BABY have not tried it both ways. My son will only nap on me and the Kindle makes it SOOO much easier. You can do it w/1 hand....not so easy w/ a thick book (especially turning pages). That is my FAVORITE part of owning a kindle bc my son is in my arms 24/7!!!,positive
615,"My son suggested that I download the Bible on my Kindle, I love it!!",positive
616,My Kindle (which I got last Xmas) just went to Prague with me! It helps pass the time in the long airplane ride!,neutral
617,I got mine for valentines day..i love propping kindle @scott snider up against his back when we are in bed..easy page turning when we are spooning! Lol,positive
618,"When I am on my treadmill and cant hear TV because I am deaf, I can read my Kindle because I dont have turn hold a book and turn pages.  Makes the 30 minutes fly by.",neutral
619,I did the same thing yesterday!! could never do that with a book.,neutral
620,Wish I had my kindle when my children were babies!,neutral
621,My little one is the same way. Thats why I love my kindle : ),positive
622,Who cares about a short power outage..I have my Kindle book light to show me the way in the dark......,neutral
623,"When my son was a tiny baby (long time ago....hes 30) and would have the occasional late night fussy spell, I would bundle him in a cozy blanket and rock him and read to him what ever book I happened to be reading at the time.  The warmth and sound of the reading would always calm him down.  As a result, hes always been a book lover.   A Kindle can only make reading to or with an infant much easier......Read to your children........its sooooo important.....",positive
624,I sit with my grandson after tucking him in and enjoy the quiet and my kindle!,positive
625,"I find my eyes hurt after looking at the kindle screen for very long. I bought the official kindle light and it reflects off it. I cant imagine anyone being so ill prepared that they require an electronic ""book"" to have reading material available and would be last minute trying to find an open bookstore in the middle of the night. I donate my books as I read them to the library and less fortunate people who would like to read and are not able to purchase the kindle or the e-books to load onto it. I had no trouble raising kids without a kindle. Whatever enhancements it can add to the experience do not negate books entirely. A child would rather page through a colorful book and enjoy going back and forth to favorite pictures than a one page colorless screen. It may be 2011 but that doesnt make kindle available to or right for everyone. ",positive
626,"I do exactly the same thing... or play Every Word""",neutral
627,"Its the bomb at the gym-easy to keep in place on a treadmill or elliptical-no more trying to prop it open with a towel!  Its also so easy to turn pages.  Recently I had an actual book while on a treadmill and found myself just touching the corner of a page and wondering why it didnt work--no wait this was a book with paper pages, I actually had to turn the page, not just touch one corner.",positive
628,"Here is my love declaration of the day : smoooooch my Kindle, you are the BEST !",positive
629,My big issue is the grade of plastic used....it cracks without being forced in any way. Love Amazon for the gift vouchers and replacement though!,negative
630,"You could also read a book. Dont get me wrong, I love my Kindle.",neutral
631,Debbie no one forces you or others to purchase a kindle. I bought a $12 clip on light and it works fine. No reader wants to do away with books that are paper KINDLE offers another CHOICE.,positive
632,do that all the time,neutral
633,"Haha! I loved reading through these comments! I think what everyone is getting at - is that the Kindle shouldnt replace hard copy books entirely - it just provides a level of useflness that outdoes hard-copy books, hands down! Jogging on the treadmill, holding a baby, at the beach/in the water with a protective case, and then all the places and situations you could still read a regular book, but instead, youve got your WHOLE library, in 10oz and in one hand. Oh, not to mention you can bookmark, highlight, add notes, and you have a BUILT IN dictionary -- and you dont have to defile your book like you would your hard copy to put notes and highlights in. Hands down, the Kindle is better. How can anyone say it isnt better, when I can take my entire library, including my personal documents converted for free using my Kindle email/conversion process, everywhere I go - with a 3 week battery. I challenge anyone to carry your whole library with you for 3 weeks. Hehehehe!",neutral
634,Trying hard to save to get one!,negative
635,"One of the best things I have ever bought,dont know how I managed without it",positive
636,"Why read a kindle forum/ fb page if you dont like or dont want a kindle?? Yes there r pros and cons for paper books and e books, but this is the KINDLE facebook site - if ur against kindle/ e book readers why r u bothering with this site?? Is it me??! ",negative
637,"My oldest granddaughter saw a new paperback I just bought and asked ""what is this? I thought you only read your Kindle."" I laughed and told her it depended on price and which I could get cheaper. ",neutral
638,"One of the better investments I made for myself. Plus I got to read my Nieces book, Wind In The Grasses Dancing.  Check it out. Very afordable ! By Terrie McClay !!!!",positive
639,"I read to my husband every night from my kindle 2.  Its great, we get to enjoy books together, we talk about it during the day plus I have the app on my DROID so I just keep it updated and when were stuck at a Dr. Appt. I can quietly read to him.  Its good for both of our brains plus its like we have our own private book club!",positive
640,I am there,neutral
641,"@Debbie: Id say the ease of managing kids & books at the same time  depends on what sorts of books youre trying to read. Slim novels would be easy enough to manage, but I suspect itd be tougher with a giant, pointy-cornered hardback. One of the things I love about the Kindle is that I can be confident it will fit in my purse, no matter what the physical dimensions would be of the books Im reading.",positive
642,"I love my Kindle beyond words!  The only thing that would make it better would be letting us change the screensaver!  Honestly, some of the pics are downright creepy.",positive
643,"My Kindle goes to the Dr.s office(when we have to wait long periods of time), on road trips, to conferences, everywhere I go except work (I am so addicted I would not get much work done). It is lightweight and I can read it in brightest sun or by lamplight.",negative
644,"I received my Kindle as a gift from my husband. At first, I felt a little awkward, but it is one of the best gifts I have ever received. I love my Kindle.",positive
645," I received my Kindle as a gift and appreciate the thought. I have a large collection of books in my home, have always been an avid reader, and enjoy sharing and trading them. Its less expensive. The Kindle is good for travel or other situations where it may be easier than carrying a book. Im glad to see people actually discussing and  sharing their ideas. Yes its the kindle site but Im not an amazon rep restricted to advertising the product and avoiding discussion of its pros and cons.  It has many good points but theres room for improvement. This is a good place to voice concerns and suggestions from which other readers may benefit.  For me, reading for too long off the kindle gives me a headache and  the $12 clip on light mentioned by somebody causes glare on my screen and eyestrain  despite angle adjustments. The effects are similar to  staring at a computer screen at length. If anyone has suggestions on how to correct this, this forum is the place to do it.  My eye doctor told me to limit or quit using the kindle and she said she hears the same complaint from patients often. Perhaps there is another alternative. ",positive
646,I got the first generation Kindle and loved and bought three more for the family. I just upgraded to the new Kindle WOW! Im never without it.,positive
647,I have a problem with my kindle.  The top third of the screen is distorted and I cant read anything on the top third.  What happended?,negative
648,"I laughed when a friend said what she like most about her Kindle - ""I  can sit at the kitchen table, read a book and pick up my coffee cup with the other hand.  All at the same time!""",positive
649,love my kindle can take it anywhere. its light weight and very convenit,positive
650,Love my Kindle...it goes everywhere,positive
651,Wow!  I wish I could of posted a picture of my daughter and myself reading our kindles on a Mexico beach.  We were there for 10 days and I finished 3 books.   Glad I didnt have to pack those books with me!  The best part is when reading a series I can go online to the authors website and find out which book is next.  I still have a collection of books but I love my kindle:),positive
652,There should be a slot for a Kindle right in front of the TV set so maybe that darn machine would be intimidated into giving us something we really want to see!,positive
653,My husband gave me one for Christmas and I absolutely LOVE it! He got me the 3G wiFi one.,positive
654,"Hmmm, cant hold a paperback as well ?",positive
655,"Lois, its time to call Kindle customer service - 866-321-8851.  If youre still under warranty theyll probably replace it even if you dropped it - if not they might offer you $75 towards a new Kindle.",positive
656,I only had the Kindle since first of July and it has enabled me to read most of the historical books of the founders of this country for little or no cost. Kindle is a wonderful and bright new medium.,positive
657,"Everyone knows that I have been a Kindle fan for ages.  I should be on the payroll, since Ive convinced dozens of my friends to buy their ereaders.  When we are traveling out of the country, its great to have tons of books on my Kindle.",positive
658,I was soooo sitting in Starbucks this morning with a nursing/sleeping baby girl in my lap while reading my new novel on my Kindle. Love it!,positive
659,My Kindle makes using the treadmill bearable!,neutral
660,going on the tredmill or bike really is great when I read on my kindle. I change the font to accomodate the distance and I go for nearly an hour without realizing it. Thank you kindle!,positive
661,Well done on the new updates .... i like them a lot,positive
662,The same is true when your cat wants some petting and you want to do a little reading.,neutral
663,"They r great for moms w/ toddlers that get jealous + crinkle +rip pages out of PAPER books..+ for moms w/o sitters, it saves a trip to the bookstore w/ a tornado!",positive
664,Not to mention the space it saves in small homes.,neutral
665,Oh good to know. Thanks!,positive
666,"man, is there anything kindle CANT do?",neutral
667,I LOVE that feature. Just wish it did better going online to facebook. Just impossible!,positive
668,I LUV my Kindle....thank u Tara!!!!!!!,positive
669,"I LOVE that about my Kindle, now I dont have to stop and find the word in the dictionary!",positive
670,I love my Kindle.  ;),positive
671,This is one of my favorite features and I use it all the time!,positive
672,"i love this feature!  I also use it to see if Im right when ""guessing"" the definition of a word.  Very cool!",positive
673,I love this feature!!!!!!!!!Got my Kindle for Christmas and it was the best gift ever!!!!!,positive
674,I love my Kindle too! :),positive
675,It really comes in handy!!!!,positive
676,How ironic! I was just using that today! ,neutral
677,Absolutely love my kindle. Wish I would of bought it sooner. But I waited and got the latest version. Those who love to read need to get one if they do not have one.,positive
678,"nope, the kindle is great, now if i could just stay awake longer to read more.....love my kindle, best birthday present i ever bought myself",positive
679,"Ive gotten so used to this feature that I instinctively search for it when reading a normal printed book. And then I think ""Aww shoot"".",neutral
680,Best purchase I ever made:),positive
681,another reason to get a kindle it seems.,neutral
682,Thanks for the Tip!!  That sure is going to help!!  BTW I love my Kindle!,positive
683,YAYA no more having to stop reading and look it up in the diction on the kindle. Nice to know,positive
684,"Thanks for the tip, I just got my Kindle today...",neutral
685,Best gift my husband bought this christmas!!! I LOVE IT,positive
686,I use the dictionary quite a bit. Dont know who uses some of these words. Love my kindle!!!,positive
687,"I luv the Kindle, but the reality of the dictionary is that when it is really needed it is useless. A native English speaker should need it for the most esoteric words, and they are the very ones about which the dictionary stays mum.",neutral
688,"that tip does not work well with other languages btw. I installed a French dictionnary, but as soon as a word is plural, or feminine, instead of the standard entry in the dictionary, it no longer works. Very disappointing.",positive
689,If only.the kindle was back lit!,neutral
690,"I luv the Kindle, but the reality of the dictionary is that when it is really needed it is useless. A native English speaker should need it for the most esoteric words, and they are the very ones about which the dictionary stays mum.",neutral
691,"that tip does not work well with other languages btw. I installed a French dictionnary, but as soon as a word is plural, or feminine, instead of the standard entry in the dictionary, it no longer works. Very disappointing.",positive
692,If only.the kindle was back lit!,neutral
693,"I havent used that feature much, but its nice to have when I do need it.  LOVE LOVE LOVE my Kindle, and my family who gave it to me for Christmas, thanks again, you guys are the BEST ever!",positive
694,SUGGESTION TO KINDLE - Id love to have a translation option. I have a series of novels that Im reading in English but the setting is Italy. They throw in Italian words and I find that I have to look up some of them. It would be handle if I could scroll to the word and get a translation like I do a definition.,positive
695,This is one of my favorite things about the kindle...I love the dictionary function!,positive
696,Waiting impatiently to receive mine!!,negative
697,Love my Kindle.  Got it for Christmas!  Thanks for the tip!,positive
698,Love this feature ,positive
699,I <3 that feature!!!,neutral
700,I LOVE MY KINDLE!!!!!!!!!!!!!!!,positive
701,Love my Kindle!!!!!!,positive
702,"When kindle first came out. I thought I would never buy one because I liked holding a book. I love my kindle so does my hubby. When he is using it, I read on my phone.",positive
703,thats great.. I enjoy my kindle... its in the black cover with the light..(which works great.)  It was a birthday gift..,positive
704,I was reading a real book the other day & kept finding myself trying to highlight the word to look it up.....lol!,positive
705,I love that feature.,positive
706,Just tried it. Thanks for the tip. ,neutral
707,"Customer Tip: Kindle TOUCH. While reading, you can see the definition of a word by TOUCHING it. If the word is in the dictionary, the definition will appear at the bottom of your screen. See how much easier those instructions are?",positive
708,I also change the default dictionary depending upon the book I am reading. The English dictionary for classic novels by Dickens or Doyle. American for contemporary novels by American writers.,positive
709,any way to use this feature on the Kindle for Android Ap?,neutral
710,"Just got my second kindle, love the smaller size. Same 3G capabilities and my books transferred effortlessly",positive
711,My Kindle is definitely the CATS MEOW <3,positive
712,best Christmas present I ever got!  I love my Kindle and thanks for the tips!,positive
713,"love this feature.  didnt realize how many words I just ""tried"" to define myself.",positive
714,"one of the best gifts I have ever received, I love mine so much, we gave one to each son, <3",positive
715,Dearly luv my K......had it for years now!!!,positive
716,"I love this on my ipad/iphone/computer kindle.  I would not usually take the time to look up a word, Id just assume a meaning by what was around it and go on.  Now, its so easy to tap it, and see the definition.  Love it!",positive
717,"This is the one Kindle feature with the biggest gap between how cool it seems it would be (eh, it might be nice), and how cool it really turns out to be once you get used to using it (omg, how did I live without this).",positive
718,"Kat,  while a touchscreen would be awesome, when you have a touchscreen its just one more thing to get scratched up and after awhile they do not work as well.",positive
719,"I enjoy the dictionary feature so much that I missed it when I was reading a ""book"".  I had to have the Kindle near me just to look up words I wasnt sure of.",positive
720,The dictionary lookup feature is so helpful!  Pretty sure I used that feature just today.  :)  I use my Kindle every single day and I am so glad I have it!,positive
721,Trust me...i use this all the time!,positive
722,This is one of my favorite features!!!,positive
723,Thanks! I didnt k now that! I love these wonderful hints you all post.  Keep them coming!,positive
724,"weirdly, I cannot get this feature to work if the word in question is the first one on the left hand margin side of the page.",neutral
725,...ours has been freezing up...???,negative
726,Love my Kindle!,positive
727,Totally love my Kindle and the dictionary feature,positive
728,"When Im reading a physical book, there is often an embarrassing moment as I realize (after my thumb has already shifted on the page) that Im not reading my Kindle, and therefore cannot use the built-in dictionary.",negative
729,Love this feature,positive
730,I LOVE MY KINDLE !,positive
731,This feature is the number one feature which has spoiled me. I seriously miss it when I read a paper book.,negative
732,I love my Kindle,positive
733,whoa!,neutral
734,My. Favorite. Feature. Ever.  I was reading a paperback (actual paper) last month and actually tried to move the nonexistent cursor to a word I wanted the definition of.  LOL!,positive
735,One of my favorite features!,positive
736,"well, that would not be an option on the very first Kindle, huh?",positive
737,Every day I am discovering things about my Kindle!  Love it!,positive
738,One of my favorite features!!,positive
739,"I still try to turn a page as In paperback, best thing Ive got, love it !!",positive
740,I love this feature.  I dont know how many times I wanted to know what a word meant but wouldnt get up to look it up in the dictionary.,positive
741,@rick what edition.  The older ones when they do that need to get rid of if newer contact amazon they will replace!!! Im buying my second one thats what 1st edition did wearing out. I read every day!!!! Use a lot.  But thats what amazon told me.,neutral
742,I use this feature often!!,neutral
743,I love this feature-I can read more technical books or special interest type and be able to understand the vocabulary.  This would be a great tool in a classroom if every student had one.  we can only dream of it happening!,positive
744,Love all the little tips that are given  :o),positive
745,Love my Kindle and what it can do!Love the text to speech especially when on the treadmill!!,positive
746,I love this feature.,positive
747,love love the dictionary,positive
748,"I must say I do love this feature, if you are a Dean Koontz fan it is very necessary!",positive
749,"I use both dictionaries..if definition is not in the standard, then I switch to the Oxford. Also, use my Kindle to look up word definitions when reading paper books.",neutral
750,"I never really thought I would use that feature very much, but I use it all the time and I love it!",positive
751,We love the Kindle!!!,positive
752,Can u do this with the kindle app on galaxy tab?,neutral
753,"My Kindle makes me feel smart.  I am forever looking using the built in dictionary.  Every time I stumble across an unknown word, I have to find out the meaning.  Love my Kindle -",neutral
754,Thats just one of the many things I like about the Kindle. Im loving mine.,positive
755,adoro mi kindle es mi nuevo juguete jajajaja,neutral
756,"@ Rick, mine kept freezing up and I turn mine off or put it to sleep each time I need to put it down.  I also make sure it is fully charged each day.  I know I probably need to send it in but I dont want to give it up to do  so. :)",negative
757,"Am not able to change my fonts for some reason.  Cant get to that option, anyone have a clue why that would be?",neutral
758,I wish I could manage all my books on the Amazon site instead of having to remove each book one by one!,neutral
759,"I love this feature too! I was always taught to read a book with a dictionary! Now, its built right into the book! Life is good!  :)",positive
760,I love this function!!,positive
761,"This feature is so useful... I am so fond of it that sometimes, while reading a physical book or brochure I try to use it then miss it and wish it was there...",neutral
762,@Melody are you reading a PDF file?,neutral
763,"On the iPhone you just touch and hold your finger on the word and the def pops up, Im guessing it would be the same on the android.",neutral
764,This is one of my favorite features about Kindle!,positive
765,Love my Kindle!  Now Im never without a book!,positive
766,I love this feature!!!,positive
767,Like this feature n LOVE my kindle,positive
768,"I love being able to have my whole library in my 6"" Kindle space and having it with me all the time! along with Google, Wikipedia, Bibles and notes and my shopping list!",positive
769,"but it does not work for foreign words. example French, so it is not that great a help.............",positive
770,I Love my kindle!!  My favorite x-mas gift ever!,positive
771,Love this feature!,positive
772,this feature makes me a better reader-understanding what authors are trying to say ive learned so many new words & its meanings,positive
773,"i still think i should get one for being named kindel frist since i get nothing but jokes about it im just saying everywhere i go the second i get introduced to someone its ""hi my name is kindel"" its a for sure thing i hear some comment about the amazon kindle so just for the jokes alone i should get one of my own and since i will never be able to afford one i could now say see i have one :) plus they are way cool opened to door for stuff like the i pad and i phone",positive
774,"Love the feature.  Love, love my Kindle.",positive
775,I love this feature and so love my kindle=makes life Good!!,positive
776,This is the best gift Ive ever received from my children.........thanks kids.............,positive
777,The Kindle is the best!!!!!!!!!,positive
778,Another thing to love about my Kindle!!!,positive
779,This is my favorite part of my Kindle!!!!,positive
780,"try the pandigital realy cool device for reading andmuch more, nice size, shape, features, price",positive
781,"Thanks for the useful tip and explanation. Please keep posting them here.  Kindles are chockablock with great features.  Its nice to find them, be reminded, learn more about what a Kindle can do.",positive
782,I also love the dictionary feature. I used to just skip over words I really didnt know. Not anymore!!  It is great. ,positive
783,Thanks for the tip.. Navigating to the precise word with the 5 way key is a pain... I wish I can type it in a the meaning just gets displayed!,positive
784,"@Karen, yes you can do in on the original Kindles. You have to scroll the wheel up to the row where the word you want defined is, then push the scroll button. It will show you the definition for all the words on that row. ",neutral
785,The Kindle is worth it JUST for the dictionary. Unlike other readers you can access the dictionary on its own. And it is a pretty darn good dictionary too!,positive
786,LOVE my kindle.  <3,positive
787,It is a great.,positive
788,"great feature, will use often",positive
789,Love the tips!! More!!,positive
790,Great feature as Im reading A Tale Of Two Citites,positive
791,Thanks for this tip!!!  Did not know that!!!,neutral
792,"I  downloaded the Bible on my Kindle, at the suggestion of my son.  Now I have one less thing to carry.",neutral
793,Learn something everyday,neutral
794,Love mine too!!,positive
795,I bought my first Kindle as a gift for my husband but he wouldnt use it!!! I started using it & loved it!!! He Finally decided to use it & I couldnt give it up SOO I had to buy another ONE. This past summer my son was home from college & he started using MY Kindle SOOO Now I have to but another one!!!! We love our Kindles in this family!!! ,positive
796,Love Kindle tips!!,positive
797,and this is one of the reason I buy a Kindle for all the young ones in my family.  My 9 yo grandson will be surprised to see his with the nice blue lighted cover that arrived today!,positive
798,"OMG, I wish I would have known about this sooner! BUT, this is the coolest thing everrrrrr!!!",positive
799,It comes in SO handy!!,neutral
800,"What an awesome feature. If I ever get one, I will use that for sure. Hubby teased me last night by acting like he was going to buy one for me & then changed his mind :-(",positive
801,stupid Kindle people - I send PDF documents to be converted today & they didnt convert them & then charged me!!!  Have an email into them now...I already have the PDF format on my Kindle  I need a Kindle format!  I even put CONVERT in CAPS in the subject line & body of my emails - how much clearer do I need to be - it said CONVER to KINDLE format....grr...grr....NOT HAPPY!   NOT HAPPY at all...!!!,positive
802,"I too, LOVE my Kindle!",positive
803,뭥미??,neutral
804,I love this feature!,positive
805,I love this feature. I use it all of the time.  I read a tree book last week I finally got that I had on hold from the local library for several months.  I kept trying to find my 5-way and look up words and the book was so darn heavy and inconvenient.  I was one of those that thought I couldnt get used to the idea of an e-reader because I like the smell and feel of real books.  Now I wouldnt do without my Kindle.,positive
806,Sometimes the definition is at the top of the screen. Depends on where the word being defined is located on the page.,neutral
807,Very handy.  Use it all the time.,positive
808,"@Barbara Evans, send the email to NAME@free.kindle.com instead of NAME@kindle.com to not be charged. I know theres some way to get Amazon to convert PDFs instead of just send them, but I cant seem to find it. I always use a software program called Calibre when I need to convert documents.",neutral
809,"As someone who LOVES to read but has a lacking vocabulary, I LOVE the built in dictionary. It really helped me get over one of my two major reading hurdles. Now if somehow the Kindle can make me read faster, Ill be all set :P",positive
810,Another reason I love my Kindle.,positive
811,"I still havent been able to archive my books when finished reading.  Any suggestions, Kindle users?",neutral
812,Oh yea I love my kindle and my IPhone kindle like one person said: Im Never without a book. JJ,positive
813,"I found this feature to be so helpful while reading Georgette Heyer books... there are so many archaic phrases, etc..  Yay, Kindle!!Although I find if I go to a 2nd page of a definition, I cant find my way back to my book and have to close it and open it again. Duh.",positive
814,This is a great feature,positive
815,This is a great feature,positive
816,"Ann- for archiving I made a collection and called it ""Read"". That way I keep track of books and know where Im up to, especially when reading a series. Or you could just delete it from your Kindle and it will be archived on your Amazon account for retrieval at a later date should you so wish. ",neutral
817,I use the dictionary feature all the time and love it EXCEPT when a word is spelled WRONG due to a typo :),positive
818,I use the dictionary feature all the time and love it EXCEPT when a word is spelled WRONG due to a typo :),positive
819,"page numbers are nice, also!",positive
820,"I love the built-in dictionary, especially reading books by Lincoln Childs and Douglas Preston.",positive
821,"I love the instant gratification of looking up words on my Kindle!  It is one of my top five favorite features.  I recently read a real book-- after keeping constant company with my Kindle since Christmas.  The thing I missed most about going back to a real book was the lack of instant definitions.  I tried keeping my Kindle next to me as I read, looking up words as needed, but somehowthis method lacks the finesse Kindle-reading!",positive
822,All.  I gotta say is this is the best dang thing ever invented!,positive
823,"Any chance to add a foreign dictionary?  Im reading ""A Child al Confino"" by Eric Lamet.  A wonderful book, but there are snippets of dialog in Italian and German/Yiddish.  Please consider expanding the dictionary options.",positive
824,Im in love with my Kindle!!!,positive
825,I bought the latest Tom Clancy in hardback form because Ive always collected his books. Havent finished it yet cause it is too heavy to hold. Im truly spoiled by my Kindle. Probably need to offer the hardback for sale & re-buy for Kindle. ,positive
826,So luv my Kindle - one of the best gift ever received - luv all the features!!!,positive
827,"Thanks for the tip, Ive only had my baby 4 days and love it already",positive
828,I ´ m using it for every 20th word :),positive
829,"Thanks for the tip, very useful :) ",positive
830,I really appreciate this being posted so that I can have my Kindle in my hand while looking at how to manage it on fb. It really helped me.,positive
831,"Minor niggle. It doesnt handle hyphenations well - such as sub-rosa. It will define ""sub"" but then skips ""rosa"" and goes on to the next word. But I love it all the same.",positive
832,We love our Kindles here! My husband and two daughters have one!  My husband bought each one of us a new Kindle! I love this new reading experience!,positive
833,"Built-in dictionary support is great but... You need to move cursor to the next world again through all page if popup definition is not enough and you need to jump to full world definition: select word - read popup - not enough - jump to full definition - return to page - current selection disappeared - move cursor from beginning of page to next word etc.Another discomfort: if page contains link to footnote, you need to move cursor to link through all page with accompanying word definitions popup. Too annoying :(Kindle need to have different page navigations for word definitions and links",negative
834,This is the feature I use the most on my Kindle.  Dont skip a word you dont know.  Read the definition immediately to get more understanding from the passage.,neutral
835,I just keep hitting back button to get back to the page I was reading.,neutral
836,Can someone please tell me if you can read your Kindle in the dark?  Does it have internal lighting like reading on the IPhone does? I looked at the Nook and it does not and I need that feature. ,neutral
837,"Diane,All E_Inc books (AFAIR) does not have built-in lighting (or illumitation). You need to buy cover with built-in light or stand-alone light.",neutral
838,I really appreciate the enlarging font size. It makes night reading easier,positive
839,Thats why I chose Kindle!,neutral
840,Love my Kindle!,positive
841,Thanks for the tip. I will be using this one!!,neutral
842,So much easier than the way I was doing it.,positive
843,I think posting these little hints is a great idea.  I know there must be things that I am able to do but have never noticed or figured out.,positive
844,Thanks Kindle -- I love  you!!!!!!!!!!!!!!!,positive
845,"And I love that feature...use it all the time, well, I should say frequently.",positive
846,"I use this feature all the time.  Not sure it will help me learn, but it is nice to know what the word means in the moment.",positive
847,"If Kindle could reach out and taser those bothering me while I read, that will be a good app.",neutral
848,"I too love this feature. Keep trying to find the dictionary toggle on my morning news paper, sadly it doesnt seem to have one.",positive
849,I LOVE that feature!,positive
850,"Ann light,  when you finish reading book remove book from device,it will automatically be archived when you remove the book",neutral
851,Didnt know that thanks.,neutral
852,One of my favourite features :-),positive
853,I have cetatinly found the text enlarging useful as i have cataracts forming so the larger print makes reading easier.  I truely love my Kindlexxx,positive
854,Easily my fav feature among many. Kindle simply rocks,neutral
855,I love the dictionary.  I have been using it for almost 2 years.  Its great when reading Twain or Swedish books.,positive
856,Thanks for the info on archiving--Diane: re reading the Kindle in the dark: there is a cover that is lighted which you can purchase from amazon.,neutral
857,love these reminder tips!!!!!   keep them coming!,positive
858,I love the dictionary feature!,positive
859,"I use an inexpensive led light that straps onto me head with an elastic band, and runs on AA batteries. The light can be used for other things too, not just to light up me Kindle.",positive
860,Luv my Kindle !!!!,positive
861,Please make a Ukrainian dictionary!,neutral
862,^ Spam.,neutral
863,"could help them learn to read, wouldnt that be cool.",positive
864,wow that was rude!! ,negative
865,Does Amazon have a program to donate Kindles to developing countries?,neutral
866,i think thats the point... so they can learn to read...,neutral
867,"AMAZON - you need to get the junk off from here.  I know not to click on these links, but others might not.  Bunch of idiots.  As for India - they have most of our businesses now - not in favor of sending them anything.  Sorry!",negative
868,Report PROFILE VIEWS TRACKER as spam so we dont have to put up with this all the time!,neutral
869,A great article........a great idea.......somebody should be sending Kindles to the poverty stricken regions of the globe. I love it!,positive
870,Great story.  And he has a point.,positive
871,lets make them solar powered first,neutral
872,"Andrea, that was my point too, lol.  Im sure the purpose is to help people read, if they were only donated to people who already know how to read then lets donate them to everyone.",positive
873,"i think sending the developing world kindles would be an awesome idea!! it could help them learn to read, there are dictionaries on it to help, and they could communicate with people all over the world with facebook (i am posting this from my kindle 3) :D",positive
874,Oh a solar powered Kindle would be great!!  Not only for developing countries but for our own too!!  Can you imagine not having to worry about losing the charger cable ever again???,negative
875,"I too just returned from India - Southern India and the children were fascinated by the Kindle! A very poor country, where the people work harder than I have ever seen people work. While I love my kindle and think they to would love and enjoy one - they couldnt afford the cost of books or internet. The average salary is 5US dollars a day.",positive
876,"It would also be great it the average US citizen could afford them. Kindles are awesome, but I work 2 jobs and I cant afford one!",positive
877,Send my son a Kindle and load his school books on it to relieve his frame of carrying home 20 pounds of books and binder daily.,neutral
878,"Seriously Margaret? Do we just assume now that anyone in the ghettos of the world a.k.a ""developing countries"" cant read? As if your capitalized sentence didnt ooze sarcasm. How could you think that wasnt rude?",negative
879,"While there are issues to work out (power, etc.), this was a very well written essay and I commend the writer for it.  Capturing the essence of a powerful experience is what world travel is all about.",positive
880,@Karen God forbid your son should have to exorcise a bit. They want to give Kindles do people who have NOTHING and youre complaining about your son you want to be obese.,negative
881,Id like to buy the world a Coke...and a Kindle. :),positive
882,"Unfortunately I agree with Karen on the overly heavy schoolbooks comment, however they make Kindle formats of many textbooks now, so hopefully that will alleviate that stress soon.  As for sending Kindles to the modernizing world I believe it would be a great idea in theory and probably a horrible idea in practice.  I also believe there are greater concerns in those countries that we need to tackle first before sending them Kindles.",neutral
883,"@ C.j.:  Because that is what I do professionally...working for programs that teach illiterate adults here and abroad.  And in the developing countries, most of the adults are functionally illiterate--not their fault.  The capitalized sentence wasnt to ""ooze sarcasm"" at the people, but at the idea we can send technology and it will all magically be better.  Trust me on this:  learning to read as an adult is hard work, and only happens with lots of work by the teachers/tutors and the students.",negative
884,"I think its interesting that there are so many that assume people in developing countries go not read. Did anyone read the post, one of the kids was more excited about reading off the kindle then playing around with it. What I took is that the kindle has the potential to renew the interest of the reader and create some excitement that for now a traditional book is lacking.",positive
885,"@ John Tapley carrying books around causing back issues has nothing to do with exercise. If doing so made kids less fat, then why would there be fat youths still? Get over yourself. Textbooks on kindles would be great. Not so great for irresponsible kids (which is nearly all of them)",negative
886,Get a better back pack and quit whining about the fact that SCHOOL KIDS have to carry BOOKS.,positive
887,"@ John Tapley carrying books around causing back issues has nothing to do with exercise. If doing so made kids less fat, then why would there be fat youths still? Get over yourself. Textbooks on kindles would be great. Not so great for irresponsible kids (which is nearly all of them)",negative
888,Get a better back pack and quit whining about the fact that SCHOOL KIDS have to carry BOOKS.,positive
889,What a delightful and joyful article! I was in a very smart restaurant in Goa about 2 months ago reading my Kindle - the guy at the next table got out his iPad for nothing seemingly more than a bit of showing off. The waiters were fascinated by the Kindle and all wanted to play with it. They ignored the iPad.,positive
890,What a brilliant article and idea!   I love my Kindle and learn something new every day I read it!  The dictionary would be so helpful and the text to speech would help in learning to read!  BRILLIANT,positive
891,"God, what a great idea! With the need for books being so profound in the developing world, Kindles could be the answer!",positive
892,"This would certainly benefit Amazon. LolBut really, it would be an inexpensive way to spread the wisdom of books.",positive
893,"AGREE, AGREE, Agree if I could like this post a million times I would. Teach a man to fish! Not sell crap on Ebay. :-)",positive
894,One of my sons has dyslexia. I would read books required for high school English into a tape recorder and he would listen to them. A Kindle would have saved so much time. What a blessing technology is! This is an amazing tool for dyslexics.,positive
895,Not just developing countries. 25% of the American population is functionally illiterate. We have highschool graduates who can not read their diplomas. Does it get worse than that?,negative
896,Id rather send comdoms.....or the pill,neutral
897,"Exactly right, Dragana.",neutral
898,Stop buying textbooks for kids in school. Give them Kindles.,neutral
899,"They would benefit from decent medication, food and contraception first before a Kindle",positive
900,Id like to see kindles donated to low income families and schools in the United States as well. There are children who dont have access to books everywhere!,positive
